Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Phanutang Quinine Richigan,5,order keurigcompat pod flavour didnt sell london ontario pomegranit ice tea servic b c,86,14,5.214285714285714,1,0.0,neutral
robert scott,5,friendli staff even store postal staff cant understand postal servic cant leav thing door request time,102,16,5.4375,1,0.0,neutral
E. B.,3,wish could chang pickup locat realli dont want pay park pick packag citi park much cheaper obvious alway full hope citi give lenienc illeg park lol,147,26,4.6923076923076925,0,0.3375,positive
Marnie C,1,dont pick phone need call get inform miss packag would either hangup redirect shopper drug mart custom servic obvious cant help,127,21,5.095238095238095,0,0.0,neutral
Karim El-Sherif,1,guy post offic train flip tooni time look denomin woman train told,66,12,4.583333333333333,0,0.0,neutral
James Kraemer,5,two employe help partner today except help fast effici specif gentleman long hair tattoo arm shout five star,108,18,5.055555555555555,1,0.07500000000000001,neutral
Jin Cha,1,one star high rate place spent min line watch peopl help one custom ignor long line form result tri thison person help tell move fill pack stuff second staff help custom rocket scienc folk absolut incompet pmthi time spent line,227,40,4.7,0,-0.018000000000000002,neutral
Toto,1,hate canada post expens slow reliabl especi deliveri guy worst never attempt deliv packag take post offic pickup like work less money aw,136,23,4.956521739130435,0,-0.5666666666666667,negative
Fiona Qi,1,would give zero could deliveri notic say close pm saturday went say close pm everi time went employe act lack common sens first life want move area postal offic,160,29,4.551724137931035,0,-0.024999999999999994,neutral
Jeff N,5,kaitlin post offic desk extrem help friendli person assist multipl shipment time pleasant experi canada post need employe like kaitlin,134,20,5.75,1,0.7333333333333333,positive
michael fox,5,prefer locat ship pick moneygram staff knowledg help sometim wait variou reason overal still one better canada post overal servic london trust tri lot,150,24,5.291666666666667,1,0.5,positive
Juliana Nielson,5,canada post great place ship parcel card etc street handi,57,10,4.8,1,0.8,positive
Fressia Rivas,1,drop return amazon month ago amazon said never receiv packag respons pre paid packag go anymor,94,16,4.9375,0,0.0,neutral
Helen M,1,place open time past week ive tri go ship item left pm afternoon counter close would explain mail servic slow extrem price ship close random,140,25,4.64,0,-0.21000000000000002,negative
Justin Petrillo,5,review long line funni one goe crowd perfectli fine post offic enjoy go experi staff nice help tri get earlier day possibl,122,22,4.590909090909091,1,0.2733333333333333,positive
isaac hicks,1,old man shawn work need either let go retrain drop prepaid packag post offic hand time without hassl usual quick ship howev shawn work desk need stand ring packag say wont take ladi bev believ name overheard came assur dont need receipt dont need stand hold shawn hand ring packag leav side well rang accordingli guess shawn didnt like wrong packag manag get rang track late ship time screw metric manag need get involv head offic inform ridicul behaviour grown man,465,81,4.753086419753086,0,-0.12333333333333334,neutral
Lauren Fraumeni,1,everi singl time go post offic return packag pick one man alway rude give hard time also blond ladi bit older rude make feel stupid like dont know anyth im one work obvious im go know littl stuff need get nicer staff liter freaken rude,235,45,4.2444444444444445,0,-0.26071428571428573,negative
alexj schther,1,terribl place rude undereduc stuff especi blond long hair ladi dummi need fire place need start,95,16,5.0,0,-0.175,neutral
Edward Tay,1,like everyon els said man post offic desk grumpiest rude man ever met packag forev refus give dont driver licens push away need fire woman nice alway find way verifi ident,171,31,4.548387096774194,0,0.15,neutral
Katalin Kiara Klein-Szalai,1,get triplic quadrupl flyer sale period abus environ extra tree cut log print flyer chemic produc pollut manufactur ink plastic creat toxic air garbag take year decompos garbag mention unsightli garbag creat peopl throw garbag blown around wind clerk desk arbitrarili either accept reject identif present friendli wast abus planet real mail deliv within busi day take busi day longer yet flyer arriv everi day,408,65,5.292307692307692,0,0.06666666666666667,neutral
Michael Lee,5,absolut amaz custom servic review didnt lie often troubl find canada post offic great employe one good send differ packag dealt profession manner ask sever option patient courteou also knowledg give option want send parcel mail realli appreci good custom servic recommend,271,42,5.476190476190476,1,0.7333333333333334,positive
tina nguyen,1,worst post offic went pm girl saw said break back pm wait least staff,69,14,4.0,0,-0.43333333333333335,negative
L. B.,1,woman work worst custom servic skill second time design someon pick packag option checkout amazon would let design person pick even though name packag major access issu mani custom importantli woman dealt extrem rude disrespect complet careless custom dont know job custom servic industri need chang,299,46,5.521739130434782,0,-0.34750000000000003,negative
Cody Dunn,5,staff work shopper separ staff canada post en polit inform locat share troubl unruli thiev peopl hold continu work help custom requir profession polit expect even tri time covid lurk around us tri polit possibl disabl pleas see manag busi idea requir servic enhanc busi premis thank guy stay safe glove mask,307,52,4.923076923076923,1,0.5,positive
Pulkit Lamba,1,dont want work pleas close shop pleas provid stupid reason phone get rid custom pathet work ethic apr saturday,110,19,4.842105263157895,0,-0.7999999999999999,negative
Tomas Castillo,1,ladi work worst custom servic skill rude work ethic,51,9,4.777777777777778,0,-0.65,negative
Banan Alrajie,1,everi time go decid never go back closest hous kept go today decid last time profession,87,16,4.5,0,0.0,neutral
Jason Mugford,1,poor servic staff unwil even look packag mine receiv deliveri notic previous work post offic clerk use accommod custom ladi sever lack close compet custom servic suggest take busi elsewher save stress,200,32,5.28125,0,-0.2833333333333333,negative
chris swain,5,alway love come locat get mani parcel staff polit help call time take time take look see particular parcel mani time go retriev day sooner wait pickup card postman go beyond,173,31,4.612903225806452,1,0.3333333333333333,positive
Rafael Meyer,5,watch post actual insid pharmaci dont get lost realli help peopl work appreci help,82,14,4.928571428571429,1,0.0,neutral
John R,1,dont expect help number contact,31,5,5.4,0,0.0,neutral
George W,4,use servic quit bit tend good slow busi,39,8,4.0,1,0.19999999999999996,neutral
Dhawal,1,old man work locat rude complet noncourt even went ahead gave rate screen behalf custom front custom kindli hire courteou staff,127,21,5.095238095238095,0,-0.09999999999999999,neutral
Jay,1,trash post offic terribl custom servic option avail coupl month ago arent avail theyr set print anyth crazi definit avoid,121,20,5.1,0,0.0,neutral
Ravneet Hansra,1,old guy realli realli rude stand minut slow poor servic realli bad experi,73,13,4.6923076923076925,0,-0.31999999999999995,negative
Dominic Goncalves (domocorn),5,locat close hous never issu anyon,33,6,4.666666666666667,1,0.0,neutral
Noah Porter,1,use locat time drop offpick post live street never one good experi deal employe extrem rude unhelp drive well way avoid locat suggest,133,23,4.826086956521739,0,0.1787878787878788,neutral
Justin Steinburg,1,sent christma gift locat arriv content stolen box fill useless filler told employe help devast,94,15,5.333333333333333,0,-0.5,negative
Christopher Paul Bettridge,4,well iron frustrat servic went make use unfortun bed wasnt sure fault flaw canada post rather american busi wouldnt accept ei either birth certif sin card health card viabl proof ident even address proven mail seal govern envelop leas anyth els deni access someth import reason state despit problem staff member entri way includ go onlin multipl search tri find way help took repress let nice say put furiousbut respond emot calmli even help settl apolog inconveni said fine total understood advic eventu lead acquir expect afternoon expect motion would deni sinc never mind nice guy mean realli help shout curs anyth though mission end abject failur experi first visit canada post year overal quit posit whod thought,717,118,5.084745762711864,1,0.25677083333333334,positive
Kenneth Chisholm,4,make first return amazon staff knew exactli toi advis beginn like oif exempleri exampl servic crown corpor,106,17,5.294117647058823,1,0.25,positive
Tess,5,amaz know rate know good packag know stamp answer kindli post question put experienc postal worker thought lost wonder post offic expertis shopper privat outlet allow move mail except remain canada post outlet like one may last,227,37,5.162162162162162,1,0.35,positive
James Doumanas,5,young man offic make habit keep area clean hazardfre also assist encourag other polit courteou respect charm time situat without obsequi unfailingli courteou even deal difficult person situat reach decis rapidli take account like outcom estim rout like bring success decis almost alway turn good one alway willingli success tri requir even mean perform task job descript requir extra work unexpectedli abl concentr stay focus period sever hour even task rel mundan doesnt make mistak high boredom threshold,506,78,5.5,1,0.09891666666666667,neutral
